meter_id,tariff_zone_id,measured_at,consumption_kwh,voltage_v,power_factor,quality_flag
12,1,2025-11-13 00:00:00,2.7213,218.92,0.975,valid
13,1,2025-11-13 00:00:00,2.6754,227.23,0.924,valid
14,1,2025-11-13 00:00:00,2.8343,220.26,0.956,valid
1,1,2025-11-13 01:00:00,6.4378,223.58,0.981,valid
2,1,2025-11-13 01:00:00,5.6836,224.2,0.956,valid
3,1,2025-11-13 01:00:00,5.0327,226.31,0.966,valid
4,1,2025-11-13 01:00:00,4.3536,223.09,0.958,valid
5,1,2025-11-13 01:00:00,4.3113,220.62,0.96,valid
6,1,2025-11-13 01:00:00,4.0663,218.05,0.979,valid
7,1,2025-11-13 01:00:00,4.0298,219.4,0.923,valid
8,1,2025-11-13 01:00:00,3.5464,228.78,0.972,valid
9,1,2025-11-13 01:00:00,3.4093,223.27,0.982,valid
10,1,2025-11-13 01:00:00,3.0599,219.73,0.917,valid
11,1,2025-11-13 01:00:00,2.9716,226.33,0.912,valid
12,1,2025-11-13 01:00:00,2.614,218.65,0.961,valid
13,1,2025-11-13 01:00:00,2.655,221.63,0.963,valid
14,1,2025-11-13 01:00:00,2.5919,221.01,0.916,valid
1,1,2025-11-13 02:00:00,6.954,227.91,0.93,valid
2,1,2025-11-13 02:00:00,5.8602,223.25,0.961,valid
3,1,2025-11-13 02:00:00,5.2246,230.0,0.953,valid
4,1,2025-11-13 02:00:00,4.8,229.51,0.93,valid
5,1,2025-11-13 02:00:00,4.6171,222.88,0.918,valid
6,1,2025-11-13 02:00:00,4.4547,218.55,0.985,valid
7,1,2025-11-13 02:00:00,4.2308,225.5,0.946,valid
8,1,2025-11-13 02:00:00,3.8277,223.6,0.937,valid
9,1,2025-11-13 02:00:00,3.5362,221.17,0.96,valid
10,1,2025-11-13 02:00:00,3.286,222.44,0.933,valid
11,1,2025-11-13 02:00:00,3.1168,227.57,0.945,valid
12,1,2025-11-13 02:00:00,2.8661,222.14,0.93,valid
13,1,2025-11-13 02:00:00,2.784,231.47,0.985,valid
14,1,2025-11-13 02:00:00,2.9431,225.18,0.955,valid
1,1,2025-11-13 03:00:00,6.9827,231.64,0.968,valid
2,1,2025-11-13 03:00:00,5.3816,223.01,0.974,valid
3,1,2025-11-13 03:00:00,4.9496,224.68,0.933,valid
4,1,2025-11-13 03:00:00,4.7376,228.65,0.957,valid
5,1,2025-11-13 03:00:00,4.2112,226.04,0.934,valid
6,1,2025-11-13 03:00:00,4.1946,218.73,0.933,valid
7,1,2025-11-13 03:00:00,4.0577,225.71,0.928,valid
8,1,2025-11-13 03:00:00,3.7112,228.89,0.943,valid
9,1,2025-11-13 03:00:00,3.3311,219.95,0.923,valid
10,1,2025-11-13 03:00:00,3.0588,221.79,0.973,valid
11,1,2025-11-13 03:00:00,2.8812,230.3,0.912,valid
12,1,2025-11-13 03:00:00,2.6178,230.71,0.949,valid
13,1,2025-11-13 03:00:00,2.6025,228.95,0.944,valid
14,1,2025-11-13 03:00:00,2.8318,228.0,0.937,valid
1,1,2025-11-13 04:00:00,6.4916,225.47,0.937,valid
2,1,2025-11-13 04:00:00,5.577,228.86,0.971,valid
3,1,2025-11-13 04:00:00,5.2561,219.46,0.925,valid
4,1,2025-11-13 04:00:00,4.7233,222.19,0.911,valid
5,1,2025-11-13 04:00:00,4.2945,226.55,0.944,valid
6,1,2025-11-13 04:00:00,4.3128,219.74,0.931,valid
7,1,2025-11-13 04:00:00,3.933,226.33,0.961,valid
8,1,2025-11-13 04:00:00,3.5105,223.16,0.947,valid
9,1,2025-11-13 04:00:00,3.1818,223.75,0.925,valid
10,1,2025-11-13 04:00:00,3.116,220.43,0.986,valid
11,1,2025-11-13 04:00:00,2.7335,228.86,0.935,valid
12,1,2025-11-13 04:00:00,2.701,222.12,0.925,valid
13,1,2025-11-13 04:00:00,2.7727,229.69,0.967,valid
14,1,2025-11-13 04:00:00,2.6862,225.15,0.942,valid
1,1,2025-11-13 05:00:00,6.9621,230.51,0.937,valid
2,1,2025-11-13 05:00:00,5.573,225.86,0.93,valid
3,1,2025-11-13 05:00:00,5.3036,224.09,0.945,valid
4,1,2025-11-13 05:00:00,4.4416,224.88,0.984,valid
5,1,2025-11-13 05:00:00,4.3939,218.89,0.933,valid
6,1,2025-11-13 05:00:00,4.3385,219.93,0.967,valid
7,1,2025-11-13 05:00:00,3.8296,226.89,0.911,valid
8,1,2025-11-13 05:00:00,3.4847,224.63,0.926,valid
9,1,2025-11-13 05:00:00,3.3915,218.09,0.975,valid
10,1,2025-11-13 05:00:00,3.2812,221.26,0.962,valid
11,1,2025-11-13 05:00:00,2.9676,220.95,0.979,valid
12,1,2025-11-13 05:00:00,2.5665,228.54,0.93,valid
13,1,2025-11-13 05:00:00,2.6305,218.13,0.921,valid
14,1,2025-11-13 05:00:00,2.6605,223.08,0.947,valid
1,1,2025-11-13 06:00:00,9.1349,225.64,0.934,valid
2,1,2025-11-13 06:00:00,7.5781,225.89,0.942,valid
3,1,2025-11-13 06:00:00,6.5348,231.27,0.973,valid
4,1,2025-11-13 06:00:00,5.8692,227.59,0.955,valid
5,1,2025-11-13 06:00:00,5.5328,220.93,0.963,valid
6,1,2025-11-13 06:00:00,5.3275,229.4,0.911,valid
7,1,2025-11-13 06:00:00,4.9763,223.43,0.967,valid
8,1,2025-11-13 06:00:00,4.9729,224.69,0.916,valid
9,1,2025-11-13 06:00:00,4.2731,219.76,0.954,valid
10,1,2025-11-13 06:00:00,4.0031,222.64,0.932,valid
11,1,2025-11-13 06:00:00,3.7873,219.26,0.922,valid
12,1,2025-11-13 06:00:00,3.397,229.95,0.966,valid
13,1,2025-11-13 06:00:00,3.6254,230.42,0.934,valid
14,1,2025-11-13 06:00:00,3.6441,221.0,0.919,valid
1,2,2025-11-13 07:00:00,8.6886,226.77,0.963,valid
2,2,2025-11-13 07:00:00,7.6358,229.36,0.949,valid
3,2,2025-11-13 07:00:00,6.6985,218.96,0.952,valid
4,2,2025-11-13 07:00:00,6.2343,222.22,0.979,valid
5,2,2025-11-13 07:00:00,5.8485,222.59,0.977,valid
6,2,2025-11-13 07:00:00,5.732,228.5,0.924,valid
7,2,2025-11-13 07:00:00,5.1564,218.92,0.931,valid
8,2,2025-11-13 07:00:00,4.9567,226.81,0.963,valid
9,2,2025-11-13 07:00:00,4.4378,228.89,0.926,valid
10,2,2025-11-13 07:00:00,4.2497,231.42,0.926,valid
11,2,2025-11-13 07:00:00,3.8665,226.67,0.922,valid
12,2,2025-11-13 07:00:00,3.5376,230.3,0.979,valid
13,2,2025-11-13 07:00:00,3.4124,230.61,0.916,valid
14,2,2025-11-13 07:00:00,3.5484,226.94,0.922,valid
1,3,2025-11-13 08:00:00,11.7596,227.61,0.919,valid
2,3,2025-11-13 08:00:00,10.1696,219.74,0.934,valid
3,3,2025-11-13 08:00:00,9.2426,221.61,0.968,valid
4,3,2025-11-13 08:00:00,7.9762,218.58,0.936,valid
5,3,2025-11-13 08:00:00,7.7055,230.68,0.965,valid
6,3,2025-11-13 08:00:00,7.2253,223.17,0.938,valid
7,3,2025-11-13 08:00:00,7.173,231.46,0.926,valid
8,3,2025-11-13 08:00:00,6.4333,231.95,0.956,valid
9,3,2025-11-13 08:00:00,5.9211,221.25,0.919,valid
10,3,2025-11-13 08:00:00,5.6456,225.55,0.943,valid
11,3,2025-11-13 08:00:00,5.1657,225.86,0.95,valid
12,3,2025-11-13 08:00:00,4.7674,221.69,0.982,valid
13,3,2025-11-13 08:00:00,4.8599,224.79,0.981,valid
14,3,2025-11-13 08:00:00,4.6262,226.54,0.921,valid
1,3,2025-11-13 09:00:00,13.9268,218.37,0.961,valid
2,3,2025-11-13 09:00:00,10.6993,220.09,0.957,valid
3,3,2025-11-13 09:00:00,10.4355,230.23,0.945,valid
4,3,2025-11-13 09:00:00,9.0017,231.6,0.963,valid
5,3,2025-11-13 09:00:00,9.2427,225.72,0.957,valid
6,3,2025-11-13 09:00:00,8.7838,229.25,0.958,valid
7,3,2025-11-13 09:00:00,7.9193,230.72,0.972,valid
8,3,2025-11-13 09:00:00,6.9111,223.83,0.92,valid
9,3,2025-11-13 09:00:00,6.9573,218.44,0.962,valid
10,3,2025-11-13 09:00:00,6.07,224.86,0.954,valid
11,3,2025-11-13 09:00:00,5.8387,227.56,0.949,valid
12,3,2025-11-13 09:00:00,5.4864,224.08,0.94,valid
13,3,2025-11-13 09:00:00,5.2935,221.96,0.914,valid
14,3,2025-11-13 09:00:00,5.3874,224.68,0.962,valid
1,3,2025-11-13 10:00:00,12.7476,218.67,0.941,valid
2,3,2025-11-13 10:00:00,10.397,222.73,0.944,valid
3,3,2025-11-13 10:00:00,9.0043,221.55,0.966,valid
4,3,2025-11-13 10:00:00,8.3911,223.87,0.979,valid
5,3,2025-11-13 10:00:00,8.381,221.01,0.964,valid
6,3,2025-11-13 10:00:00,7.3163,221.17,0.983,valid
7,3,2025-11-13 10:00:00,7.5337,227.49,0.929,valid
8,3,2025-11-13 10:00:00,6.9414,224.57,0.935,valid
9,3,2025-11-13 10:00:00,6.183,219.68,0.972,valid
10,3,2025-11-13 10:00:00,5.8893,229.08,0.956,valid
11,3,2025-11-13 10:00:00,5.0977,218.54,0.97,valid
12,3,2025-11-13 10:00:00,5.0701,220.11,0.95,valid
13,3,2025-11-13 10:00:00,4.7121,227.32,0.932,valid
14,3,2025-11-13 10:00:00,4.7879,224.23,0.98,valid
1,2,2025-11-13 11:00:00,13.5858,227.16,0.972,valid
2,2,2025-11-13 11:00:00,10.3383,224.42,0.944,valid
3,2,2025-11-13 11:00:00,10.2534,218.85,0.955,valid
4,2,2025-11-13 11:00:00,8.8494,220.58,0.911,valid
5,2,2025-11-13 11:00:00,8.4403,230.89,0.973,valid
6,2,2025-11-13 11:00:00,8.1253,227.05,0.916,valid
7,2,2025-11-13 11:00:00,7.6325,230.83,0.945,valid
8,2,2025-11-13 11:00:00,6.8448,222.32,0.929,valid
9,2,2025-11-13 11:00:00,6.5793,229.86,0.989,valid
10,2,2025-11-13 11:00:00,6.1635,231.55,0.98,valid
11,2,2025-11-13 11:00:00,5.4168,223.97,0.981,valid
12,2,2025-11-13 11:00:00,4.9868,222.97,0.912,valid
13,2,2025-11-13 11:00:00,5.1716,221.9,0.954,valid
14,2,2025-11-13 11:00:00,5.3152,227.67,0.975,valid
1,2,2025-11-13 12:00:00,12.1474,224.07,0.982,valid
2,2,2025-11-13 12:00:00,10.5362,229.18,0.927,valid
3,2,2025-11-13 12:00:00,10.0492,228.59,0.961,valid
4,2,2025-11-13 12:00:00,8.97,227.86,0.978,valid
5,2,2025-11-13 12:00:00,8.1661,221.21,0.981,valid
6,2,2025-11-13 12:00:00,7.8469,222.42,0.936,valid
7,2,2025-11-13 12:00:00,7.7015,228.8,0.917,valid
8,2,2025-11-13 12:00:00,6.9479,223.58,0.968,valid
9,2,2025-11-13 12:00:00,6.6268,226.09,0.963,valid
10,2,2025-11-13 12:00:00,6.2298,231.31,0.989,valid
11,2,2025-11-13 12:00:00,5.3231,221.61,0.986,valid
12,2,2025-11-13 12:00:00,5.3229,221.04,0.959,valid
13,2,2025-11-13 12:00:00,5.006,226.93,0.942,valid
14,2,2025-11-13 12:00:00,5.2499,223.71,0.935,valid
1,2,2025-11-13 13:00:00,13.5119,228.43,0.912,valid
2,2,2025-11-13 13:00:00,11.5182,222.15,0.983,valid
3,2,2025-11-13 13:00:00,10.5639,230.42,0.981,valid
4,2,2025-11-13 13:00:00,9.5706,220.49,0.911,valid
5,2,2025-11-13 13:00:00,8.4075,229.13,0.924,valid
6,2,2025-11-13 13:00:00,7.9479,226.28,0.981,valid
7,2,2025-11-13 13:00:00,7.6056,222.1,0.946,valid
8,2,2025-11-13 13:00:00,7.3035,223.15,0.918,valid
9,2,2025-11-13 13:00:00,6.778,220.57,0.929,valid
10,2,2025-11-13 13:00:00,6.3107,222.17,0.987,valid
11,2,2025-11-13 13:00:00,5.5107,219.74,0.936,valid
12,2,2025-11-13 13:00:00,5.2877,223.21,0.946,valid
13,2,2025-11-13 13:00:00,5.3906,227.08,0.937,valid
14,2,2025-11-13 13:00:00,5.5715,231.63,0.984,valid
1,2,2025-11-13 14:00:00,12.9813,223.73,0.952,valid
2,2,2025-11-13 14:00:00,11.1103,220.72,0.91,valid
3,2,2025-11-13 14:00:00,10.0932,230.74,0.964,valid
4,2,2025-11-13 14:00:00,9.0056,229.12,0.962,valid
5,2,2025-11-13 14:00:00,8.2147,227.58,0.954,valid
6,2,2025-11-13 14:00:00,7.9735,231.65,0.983,valid
7,2,2025-11-13 14:00:00,7.7453,227.74,0.92,valid
8,2,2025-11-13 14:00:00,7.196,227.35,0.935,valid
9,2,2025-11-13 14:00:00,6.4097,231.82,0.951,valid
10,2,2025-11-13 14:00:00,5.8104,218.84,0.918,valid
11,2,2025-11-13 14:00:00,5.5788,222.29,0.948,valid
12,2,2025-11-13 14:00:00,5.3909,218.76,0.963,valid
13,2,2025-11-13 14:00:00,5.0948,228.55,0.96,valid
14,2,2025-11-13 14:00:00,5.0015,220.14,0.958,valid
1,2,2025-11-13 15:00:00,13.8218,228.1,0.981,valid
2,2,2025-11-13 15:00:00,10.7611,228.07,0.945,valid
3,2,2025-11-13 15:00:00,10.6823,219.0,0.926,valid
4,2,2025-11-13 15:00:00,9.7143,221.02,0.949,valid
5,2,2025-11-13 15:00:00,8.7029,228.08,0.954,valid
6,2,2025-11-13 15:00:00,8.5171,228.24,0.915,valid
7,2,2025-11-13 15:00:00,7.5349,223.9,0.946,valid
8,2,2025-11-13 15:00:00,7.4296,222.42,0.981,valid
9,2,2025-11-13 15:00:00,6.5127,219.36,0.943,valid
10,2,2025-11-13 15:00:00,6.404,226.08,0.929,valid
11,2,2025-11-13 15:00:00,5.6854,224.23,0.918,valid
12,2,2025-11-13 15:00:00,5.405,219.03,0.928,valid
13,2,2025-11-13 15:00:00,5.2512,223.72,0.965,valid
14,2,2025-11-13 15:00:00,5.3304,222.35,0.948,valid
1,2,2025-11-13 16:00:00,14.2837,224.55,0.924,valid
2,2,2025-11-13 16:00:00,11.3834,220.91,0.946,valid
3,2,2025-11-13 16:00:00,10.7688,231.36,0.918,valid
4,2,2025-11-13 16:00:00,9.8953,227.66,0.926,valid
5,2,2025-11-13 16:00:00,8.5566,230.27,0.953,valid
6,2,2025-11-13 16:00:00,8.5943,226.88,0.978,valid
7,2,2025-11-13 16:00:00,8.299,220.5,0.913,valid
8,2,2025-11-13 16:00:00,7.5767,219.38,0.961,valid
9,2,2025-11-13 16:00:00,6.985,231.1,0.97,valid
10,2,2025-11-13 16:00:00,6.5483,225.86,0.963,valid
11,2,2025-11-13 16:00:00,5.5759,218.39,0.964,valid
12,2,2025-11-13 16:00:00,5.5927,229.32,0.978,valid
13,2,2025-11-13 16:00:00,5.6481,223.72,0.966,valid
14,2,2025-11-13 16:00:00,5.3904,231.84,0.946,valid
1,2,2025-11-13 17:00:00,13.83,221.35,0.965,valid
2,2,2025-11-13 17:00:00,10.596,227.08,0.913,valid
3,2,2025-11-13 17:00:00,9.9405,227.73,0.925,valid
4,2,2025-11-13 17:00:00,9.4011,225.39,0.918,valid
5,2,2025-11-13 17:00:00,8.9668,218.23,0.913,valid
6,2,2025-11-13 17:00:00,7.9529,226.52,0.933,valid
7,2,2025-11-13 17:00:00,8.0879,229.8,0.92,valid
8,2,2025-11-13 17:00:00,7.3305,231.72,0.939,valid
9,2,2025-11-13 17:00:00,6.6248,227.13,0.917,valid
10,2,2025-11-13 17:00:00,6.5316,220.83,0.928,valid
11,2,2025-11-13 17:00:00,5.7995,218.01,0.931,valid
12,2,2025-11-13 17:00:00,5.5004,227.49,0.966,valid
13,2,2025-11-13 17:00:00,5.2408,221.58,0.955,valid
14,2,2025-11-13 17:00:00,5.6688,218.44,0.928,valid
1,2,2025-11-13 18:00:00,11.3021,225.93,0.964,valid
2,2,2025-11-13 18:00:00,8.6512,225.8,0.977,valid
3,2,2025-11-13 18:00:00,8.5723,218.01,0.985,valid
4,2,2025-11-13 18:00:00,7.084,220.87,0.921,valid
5,2,2025-11-13 18:00:00,6.7199,224.29,0.969,valid
6,2,2025-11-13 18:00:00,6.7501,228.6,0.96,valid
7,2,2025-11-13 18:00:00,6.0236,228.53,0.933,valid
8,2,2025-11-13 18:00:00,5.8079,223.5,0.977,valid
9,2,2025-11-13 18:00:00,5.2207,229.42,0.979,valid
10,2,2025-11-13 18:00:00,4.8912,221.21,0.966,valid
11,2,2025-11-13 18:00:00,4.7196,228.12,0.971,valid
12,2,2025-11-13 18:00:00,4.3041,223.25,0.989,valid
13,2,2025-11-13 18:00:00,4.3254,220.95,0.969,valid
14,2,2025-11-13 18:00:00,4.5605,223.18,0.95,valid
1,2,2025-11-13 19:00:00,10.0608,226.08,0.967,valid
2,2,2025-11-13 19:00:00,8.8356,223.5,0.927,valid
3,2,2025-11-13 19:00:00,7.6152,222.21,0.935,valid
4,2,2025-11-13 19:00:00,7.0304,225.85,0.987,valid
5,2,2025-11-13 19:00:00,7.0013,223.17,0.975,valid
6,2,2025-11-13 19:00:00,6.4326,231.76,0.942,valid
7,2,2025-11-13 19:00:00,5.8772,230.82,0.987,valid
8,2,2025-11-13 19:00:00,5.3632,223.5,0.921,valid
9,2,2025-11-13 19:00:00,4.9813,218.08,0.949,valid
10,2,2025-11-13 19:00:00,4.767,228.1,0.962,valid
11,2,2025-11-13 19:00:00,4.4564,231.73,0.935,valid
12,2,2025-11-13 19:00:00,4.3204,225.54,0.971,valid
13,2,2025-11-13 19:00:00,4.006,229.55,0.914,valid
14,2,2025-11-13 19:00:00,4.1331,220.98,0.962,valid
1,3,2025-11-13 20:00:00,10.2894,226.75,0.946,valid
2,3,2025-11-13 20:00:00,8.7057,226.65,0.935,valid
3,3,2025-11-13 20:00:00,7.9314,221.35,0.979,valid
4,3,2025-11-13 20:00:00,6.7744,222.09,0.956,valid
5,3,2025-11-13 20:00:00,6.979,227.3,0.967,valid
6,3,2025-11-13 20:00:00,6.6981,219.81,0.932,valid
7,3,2025-11-13 20:00:00,5.7557,230.81,0.989,valid
8,3,2025-11-13 20:00:00,5.4089,225.0,0.911,valid
9,3,2025-11-13 20:00:00,5.3407,225.15,0.99,valid
10,3,2025-11-13 20:00:00,4.7082,227.48,0.967,valid
11,3,2025-11-13 20:00:00,4.4809,230.31,0.918,valid
12,3,2025-11-13 20:00:00,4.1844,226.73,0.914,valid
13,3,2025-11-13 20:00:00,3.9873,227.31,0.945,valid
14,3,2025-11-13 20:00:00,4.3241,228.89,0.975,valid
1,3,2025-11-13 21:00:00,11.0748,218.4,0.915,valid
2,3,2025-11-13 21:00:00,9.3459,231.9,0.99,valid
3,3,2025-11-13 21:00:00,8.4886,219.05,0.916,valid
4,3,2025-11-13 21:00:00,7.5552,224.22,0.947,valid
5,3,2025-11-13 21:00:00,7.1891,227.56,0.945,valid
6,3,2025-11-13 21:00:00,6.709,224.99,0.985,valid
7,3,2025-11-13 21:00:00,6.6691,230.19,0.918,valid
8,3,2025-11-13 21:00:00,5.948,222.36,0.929,valid
9,3,2025-11-13 21:00:00,5.5138,222.54,0.962,valid
10,3,2025-11-13 21:00:00,4.9302,231.83,0.952,valid
11,3,2025-11-13 21:00:00,4.8391,229.38,0.974,valid
12,3,2025-11-13 21:00:00,4.4478,218.31,0.912,valid
13,3,2025-11-13 21:00:00,4.5874,219.96,0.974,valid
14,3,2025-11-13 21:00:00,4.5783,226.06,0.962,valid
1,2,2025-11-13 22:00:00,8.9517,225.78,0.989,valid
2,2,2025-11-13 22:00:00,7.4024,227.61,0.921,valid
3,2,2025-11-13 22:00:00,6.8517,231.36,0.913,valid
4,2,2025-11-13 22:00:00,6.3057,225.41,0.941,valid
5,2,2025-11-13 22:00:00,5.5408,229.94,0.982,valid
6,2,2025-11-13 22:00:00,5.1771,226.95,0.964,valid
7,2,2025-11-13 22:00:00,5.3907,223.89,0.978,valid
8,2,2025-11-13 22:00:00,4.7498,222.8,0.97,valid
9,2,2025-11-13 22:00:00,4.5343,226.16,0.953,valid
10,2,2025-11-13 22:00:00,4.2303,222.89,0.941,valid
11,2,2025-11-13 22:00:00,3.5829,225.0,0.942,valid
12,2,2025-11-13 22:00:00,3.4251,222.7,0.965,valid
13,2,2025-11-13 22:00:00,3.5729,227.97,0.933,valid
14,2,2025-11-13 22:00:00,3.5265,227.22,0.929,valid
1,1,2025-11-13 23:00:00,8.4028,221.7,0.952,valid
2,1,2025-11-13 23:00:00,6.8943,228.14,0.947,valid
3,1,2025-11-13 23:00:00,6.1228,229.75,0.946,valid
4,1,2025-11-13 23:00:00,6.0762,227.33,0.93,valid
5,1,2025-11-13 23:00:00,5.3314,229.22,0.913,valid
6,1,2025-11-13 23:00:00,5.3737,220.31,0.943,valid
7,1,2025-11-13 23:00:00,4.8694,225.68,0.936,valid
8,1,2025-11-13 23:00:00,4.4691,226.22,0.94,valid
9,1,2025-11-13 23:00:00,4.158,218.86,0.935,valid
10,1,2025-11-13 23:00:00,4.0505,230.3,0.946,valid
11,1,2025-11-13 23:00:00,3.7178,225.42,0.948,valid
12,1,2025-11-13 23:00:00,3.2737,224.12,0.98,valid
13,1,2025-11-13 23:00:00,3.2297,223.43,0.984,valid
14,1,2025-11-13 23:00:00,3.4909,224.61,0.979,valid
1,1,2025-11-14 00:00:00,6.5848,226.52,0.927,valid
2,1,2025-11-14 00:00:00,5.6409,225.27,0.983,valid
3,1,2025-11-14 00:00:00,5.3964,230.09,0.987,valid
4,1,2025-11-14 00:00:00,4.6003,223.66,0.967,valid
5,1,2025-11-14 00:00:00,4.4049,227.47,0.938,valid
6,1,2025-11-14 00:00:00,4.4447,223.25,0.914,valid
7,1,2025-11-14 00:00:00,3.9298,226.97,0.923,valid
8,1,2025-11-14 00:00:00,3.5755,224.16,0.976,valid
9,1,2025-11-14 00:00:00,3.2295,221.06,0.968,valid
10,1,2025-11-14 00:00:00,3.3543,219.15,0.962,valid
11,1,2025-11-14 00:00:00,2.9787,226.09,0.937,valid
12,1,2025-11-14 00:00:00,2.7396,218.29,0.943,valid
13,1,2025-11-14 00:00:00,2.7278,222.96,0.973,valid
14,1,2025-11-14 00:00:00,2.7224,222.6,0.981,valid
1,1,2025-11-14 01:00:00,7.07,223.21,0.932,valid
2,1,2025-11-14 01:00:00,5.6241,222.61,0.963,valid
3,1,2025-11-14 01:00:00,5.1344,224.27,0.94,valid
4,1,2025-11-14 01:00:00,4.7489,222.79,0.986,valid
5,1,2025-11-14 01:00:00,4.2825,225.15,0.914,valid
6,1,2025-11-14 01:00:00,4.0522,226.7,0.984,valid
7,1,2025-11-14 01:00:00,3.9878,222.33,0.928,valid
8,1,2025-11-14 01:00:00,3.8299,231.28,0.918,valid
9,1,2025-11-14 01:00:00,3.2923,219.59,0.93,valid
10,1,2025-11-14 01:00:00,3.3069,223.57,0.963,valid
11,1,2025-11-14 01:00:00,2.8636,223.1,0.968,valid
12,1,2025-11-14 01:00:00,2.8014,231.67,0.989,valid
13,1,2025-11-14 01:00:00,2.6801,225.58,0.92,valid
14,1,2025-11-14 01:00:00,2.6682,220.75,0.984,valid
1,1,2025-11-14 02:00:00,7.1241,225.07,0.939,valid
2,1,2025-11-14 02:00:00,5.8152,229.64,0.98,valid
3,1,2025-11-14 02:00:00,5.2226,223.2,0.93,valid
4,1,2025-11-14 02:00:00,4.9037,220.05,0.944,valid
5,1,2025-11-14 02:00:00,4.4372,221.87,0.93,valid
6,1,2025-11-14 02:00:00,4.2728,230.98,0.956,valid
7,1,2025-11-14 02:00:00,3.9834,230.22,0.928,valid
8,1,2025-11-14 02:00:00,3.6572,225.35,0.964,valid
9,1,2025-11-14 02:00:00,3.2582,228.47,0.938,valid
10,1,2025-11-14 02:00:00,3.2301,228.11,0.967,valid
11,1,2025-11-14 02:00:00,2.8858,229.84,0.922,valid
12,1,2025-11-14 02:00:00,2.8148,218.65,0.987,valid
13,1,2025-11-14 02:00:00,2.6512,225.91,0.925,valid
14,1,2025-11-14 02:00:00,2.8506,221.25,0.976,valid
1,1,2025-11-14 03:00:00,7.3353,218.74,0.978,valid
2,1,2025-11-14 03:00:00,6.1221,228.06,0.949,valid
3,1,2025-11-14 03:00:00,5.2814,230.15,0.938,valid
4,1,2025-11-14 03:00:00,5.0836,231.79,0.968,valid
5,1,2025-11-14 03:00:00,4.7416,226.73,0.95,valid
6,1,2025-11-14 03:00:00,4.4727,229.14,0.931,valid
7,1,2025-11-14 03:00:00,4.0849,228.84,0.911,valid
8,1,2025-11-14 03:00:00,3.7015,227.54,0.969,valid
9,1,2025-11-14 03:00:00,3.5322,228.91,0.984,valid
10,1,2025-11-14 03:00:00,3.1637,218.88,0.973,valid
11,1,2025-11-14 03:00:00,3.0588,222.15,0.934,valid
12,1,2025-11-14 03:00:00,2.8908,224.86,0.935,valid
13,1,2025-11-14 03:00:00,2.8625,223.64,0.967,valid
14,1,2025-11-14 03:00:00,2.8811,225.35,0.962,valid
1,1,2025-11-14 04:00:00,6.5187,225.21,0.932,valid
2,1,2025-11-14 04:00:00,5.1488,221.09,0.955,valid
3,1,2025-11-14 04:00:00,5.1256,219.76,0.944,valid
4,1,2025-11-14 04:00:00,4.3928,231.79,0.984,valid
5,1,2025-11-14 04:00:00,4.4254,227.21,0.91,valid
6,1,2025-11-14 04:00:00,4.0465,222.11,0.952,valid
7,1,2025-11-14 04:00:00,3.7154,228.42,0.986,valid
8,1,2025-11-14 04:00:00,3.4299,231.59,0.932,valid
9,1,2025-11-14 04:00:00,3.3709,222.09,0.973,valid
10,1,2025-11-14 04:00:00,3.0569,231.11,0.947,valid
11,1,2025-11-14 04:00:00,2.7862,225.53,0.929,valid
12,1,2025-11-14 04:00:00,2.7269,227.66,0.915,valid
13,1,2025-11-14 04:00:00,2.6678,222.76,0.979,valid
14,1,2025-11-14 04:00:00,2.7572,229.31,0.982,valid
1,1,2025-11-14 05:00:00,6.8298,226.62,0.983,valid
2,1,2025-11-14 05:00:00,5.7109,218.17,0.923,valid
3,1,2025-11-14 05:00:00,5.3309,224.64,0.982,valid
4,1,2025-11-14 05:00:00,4.6288,219.06,0.928,valid
5,1,2025-11-14 05:00:00,4.545,230.94,0.968,valid
6,1,2025-11-14 05:00:00,4.2586,231.55,0.974,valid
7,1,2025-11-14 05:00:00,4.0462,225.25,0.911,valid
8,1,2025-11-14 05:00:00,3.5396,224.13,0.926,valid
9,1,2025-11-14 05:00:00,3.2582,220.5,0.928,valid
10,1,2025-11-14 05:00:00,3.1409,228.32,0.938,valid
11,1,2025-11-14 05:00:00,3.0465,220.92,0.923,valid
12,1,2025-11-14 05:00:00,2.6754,231.44,0.986,valid
13,1,2025-11-14 05:00:00,2.6279,223.23,0.928,valid
14,1,2025-11-14 05:00:00,2.7929,222.53,0.98,valid
1,1,2025-11-14 06:00:00,8.7438,230.63,0.929,valid
2,1,2025-11-14 06:00:00,7.6052,223.21,0.973,valid
3,1,2025-11-14 06:00:00,6.3908,231.26,0.93,valid
4,1,2025-11-14 06:00:00,5.9928,222.34,0.973,valid
5,1,2025-11-14 06:00:00,5.845,221.74,0.937,valid
6,1,2025-11-14 06:00:00,5.4115,221.3,0.955,valid
7,1,2025-11-14 06:00:00,5.2959,222.1,0.976,valid
8,1,2025-11-14 06:00:00,4.5289,221.09,0.943,valid
9,1,2025-11-14 06:00:00,4.3034,228.35,0.944,valid
10,1,2025-11-14 06:00:00,4.1417,225.46,0.936,valid
11,1,2025-11-14 06:00:00,3.6553,218.04,0.946,valid
12,1,2025-11-14 06:00:00,3.4538,230.83,0.98,valid
13,1,2025-11-14 06:00:00,3.3864,220.35,0.953,valid
14,1,2025-11-14 06:00:00,3.7389,223.76,0.98,valid
1,2,2025-11-14 07:00:00,8.2203,230.93,0.956,valid
